restaurant_id,restaurant_name,city,cuisine_type,partner_type,avg_prep_time_min,is_active
REST11992,Fresh Tandoor Cafe,Mumbai,North Indian,Restaurant,<=15,Y
REST05246,Grand Mess Palace,Ahmedabad,North Indian,Restaurant,26-40,Y
REST05738,Flavours of Curry Palace,Ahmedabad,Desserts,Restaurant,<=15,Y
REST16949,Bombay Express Nest,Mumbai,North Indian,Restaurant,>40,Y
REST00482,Classic Darshini Heaven,Ahmedabad,Biryani,Cloud Kitchen,16-25,Y
REST14151,Namma Sweets Central,Kolkata,Fast Food,Restaurant,>40,Y
REST05557,Sri Kitchen Delight,Pune,Biryani,Restaurant,<=15,Y
REST16437,Kolkata Wraps Hub,Bengaluru,Chinese,Cloud Kitchen,16-25,Y
REST05888,Madras Biryani Nest,Bengaluru,Desserts,Restaurant,>40,Y
REST08636,Urban Mess Palace,Delhi,Healthy,Cloud Kitchen,>40,Y
REST02518,Urban Express Palace,Bengaluru,Chinese,Restaurant,16-25,Y
REST05624,Kolkata Darshini Darbar,Delhi,Pizza,Restaurant,26-40,Y
REST19356,Hot & Crispy Kitchen Heaven,Mumbai,North Indian,Restaurant,26-40,Y
REST07055,Annapurna Biryani Bhojanalay,Hyderabad,Pizza,Cloud Kitchen,26-40,Y
REST17447,Spicy Thali Heaven,Kolkata,North Indian,Restaurant,16-25,Y
REST10810,Thindi Mane Delights Bhojanalay,Pune,Biryani,Cloud Kitchen,16-25,Y
REST05011,Royal Biryani Stop,Bengaluru,North Indian,Restaurant,16-25,Y
REST07895,Spicy Kitchen Palace,Mumbai,North Indian,Restaurant,16-25,Y
REST06889,Sri Delights Stop,Mumbai,South Indian,Restaurant,26-40,Y
REST17045,Urban Cafe Bhojanalay,Chennai,South Indian,Restaurant,>40,Y
REST19252,Kolkata Mess Mahal,Bengaluru,Fast Food,Restaurant,<=15,Y
REST10980,Bombay Cafe Hub,Bengaluru,South Indian,Cloud Kitchen,<=15,Y
REST15474,Tandoori Thali Delight,Mumbai,North Indian,Cloud Kitchen,<=15,N
REST09616,Tandoori Grill Corner,Hyderabad,Pizza,Restaurant,<=15,Y
REST04338,Sri Wraps Nest,Delhi,Pizza,Restaurant,16-25,Y
REST13909,Taste of Thali Darbar,Mumbai,Fast Food,Restaurant,16-25,Y
REST19569,Urban Darshini Zone,Ahmedabad,North Indian,Restaurant,16-25,Y
REST10133,Sri Tandoor Corner,Bengaluru,Pizza,Cloud Kitchen,<=15,N
REST18643,Flavours of Pizza Central,Mumbai,Desserts,Restaurant,<=15,Y
REST05037,Royal Grill Clouds,Mumbai,Chinese,Restaurant,<=15,Y
REST11621,Flavours of Thali Clouds,Bengaluru,South Indian,Cloud Kitchen,16-25,Y
REST02287,Tandoori Thali Cafe,Delhi,North Indian,Cloud Kitchen,<=15,Y
REST18660,Delhi Grill Darbar,Hyderabad,Biryani,Restaurant,26-40,Y
REST07068,Flavours of Kitchen Zone,Bengaluru,Desserts,Restaurant,16-25,Y
REST01778,Punjabi House Central,Ahmedabad,Chinese,Cloud Kitchen,16-25,Y
REST01460,Flavours of House Central,Kolkata,Biryani,Cloud Kitchen,26-40,Y
REST15541,Namma Cafe Darbar,Pune,Pizza,Restaurant,<=15,Y
REST04914,Hot & Crispy Biryani Zone,Bengaluru,North Indian,Restaurant,16-25,Y
REST13708,Kolkata Delights Palace,Ahmedabad,Chinese,Cloud Kitchen,16-25,Y
REST00615,Royal Thali Delight,Ahmedabad,South Indian,Restaurant,16-25,Y
REST10385,Bombay Biryani Nest,Pune,Healthy,Restaurant,16-25,Y
REST01092,Grand Delights Point,Pune,North Indian,Cloud Kitchen,<=15,Y
REST06642,Delhi Thali Corner,Bengaluru,Fast Food,Restaurant,16-25,Y
REST18046,Madras Thali Darbar,Ahmedabad,South Indian,Cloud Kitchen,<=15,Y
REST01753,Hot & Crispy Thali Palace,Kolkata,North Indian,Cloud Kitchen,26-40,Y
REST17977,Spicy Darshini Adda,Ahmedabad,Biryani,Cloud Kitchen,16-25,Y
REST02321,Urban Curry Darbar,Chennai,Desserts,Cloud Kitchen,<=15,Y
REST03281,Spicy Cafe Cafe,Bengaluru,Fast Food,Restaurant,26-40,Y
REST06626,Tandoori Curry Clouds,Delhi,Pizza,Restaurant,16-25,Y
REST03792,Sri Delights Clouds,Bengaluru,Biryani,Restaurant,>40,Y
REST16239,Grand Mess Corner,Delhi,Pizza,Cloud Kitchen,<=15,Y
REST15196,Thindi Mane Mess Clouds,Ahmedabad,South Indian,Restaurant,>40,Y
REST08355,Punjabi Express Palace,Bengaluru,Desserts,Cloud Kitchen,26-40,Y
REST00987,Taste of Thali Central,Pune,Chinese,Restaurant,>40,Y
REST19152,Taste of Delights Stop,Bengaluru,Chinese,Restaurant,16-25,Y
REST18716,Urban Tandoor Hub,Mumbai,Chinese,Cloud Kitchen,<=15,Y
REST12011,Thindi Mane Cafe Clouds,Bengaluru,North Indian,Restaurant,16-25,Y
REST16105,Fresh Darshini Darbar,Delhi,Biryani,Restaurant,26-40,Y
REST07980,Kolkata Tandoor Adda,Ahmedabad,North Indian,Restaurant,26-40,Y
REST07606,Bombay Cafe Heaven,Bengaluru,Biryani,Restaurant,<=15,Y
REST06644,Kolkata House Zone,Bengaluru,Chinese,Restaurant,<=15,Y
REST05225,Fresh Biryani Delight,Bengaluru,North Indian,Restaurant,16-25,Y
REST07880,Spicy Pizza Stop,Mumbai,Desserts,Cloud Kitchen,26-40,Y
REST05348,Delhi Pizza Point,Ahmedabad,Healthy,Cloud Kitchen,<=15,Y
REST06538,Thindi Mane Express Corner,Bengaluru,South Indian,Restaurant,>40,Y
REST18016,Urban Darshini Mahal,Ahmedabad,North Indian,Restaurant,<=15,Y
REST12269,Royal Sweets Heaven,Mumbai,Chinese,Restaurant,16-25,N
REST12138,Taste of Darshini Mahal,Bengaluru,Pizza,Cloud Kitchen,26-40,Y
REST19111,Hot & Crispy Express Point,Delhi,Desserts,Restaurant,26-40,Y
REST08957,Bombay Cafe Mahal,Bengaluru,Biryani,Cloud Kitchen,16-25,Y
REST12155,Punjabi Mess Corner,Ahmedabad,North Indian,Restaurant,26-40,Y
REST09024,Grand Cafe Adda,Delhi,Chinese,Restaurant,<=15,Y
REST11823,Grand Curry Cafe,Delhi,South Indian,Restaurant,16-25,Y
REST12258,Bombay Grill Cafe,Hyderabad,Fast Food,Cloud Kitchen,>40,Y
REST18708,Hot & Crispy Grill Zone,Hyderabad,Desserts,Restaurant,16-25,Y
REST17818,Royal Darshini Central,Chennai,North Indian,Restaurant,>40,Y
REST06976,Namma Express Palace,Chennai,Pizza,Restaurant,<=15,Y
REST18683,Royal Express Adda,Bengaluru,Pizza,Cloud Kitchen,>40,Y
REST02659,Urban Sweets Cafe,Delhi,Fast Food,Cloud Kitchen,16-25,N
REST16561,Punjabi Pizza Delight,Mumbai,Fast Food,Restaurant,<=15,Y
REST00431,Kolkata Mess Central,Bengaluru,Pizza,Restaurant,16-25,Y
REST03297,Annapurna Tandoor Darbar,Ahmedabad,Healthy,Restaurant,<=15,Y
REST18251,Fresh Darshini Zone,Chennai,South Indian,Restaurant,>40,Y
REST17588,Sri Sweets Nest,Hyderabad,Fast Food,Restaurant,<=15,Y
REST12059,Sri Darshini Clouds,Kolkata,North Indian,Restaurant,26-40,N
REST12470,Punjabi Delights Heaven,Chennai,North Indian,Restaurant,26-40,Y
REST16100,Kolkata Wraps Central,Chennai,Biryani,Restaurant,16-25,Y
REST12069,Hot & Crispy Darshini Clouds,Pune,North Indian,Restaurant,16-25,Y
REST10472,Taste of Biryani Point,Hyderabad,Pizza,Restaurant,<=15,N
REST13302,Flavours of Thali Stop,Mumbai,North Indian,Cloud Kitchen,>40,Y
REST16702,Delhi Wraps Central,Pune,Desserts,Cloud Kitchen,<=15,Y
REST15900,Annapurna Biryani Clouds,Kolkata,Pizza,Restaurant,<=15,Y
REST01274,Kolkata Grill Mahal,Mumbai,Pizza,Cloud Kitchen,26-40,Y
REST14944,Tandoori Mess Bhojanalay,Pune,Chinese,Cloud Kitchen,16-25,Y
REST10549,Kolkata Grill Palace,Mumbai,South Indian,Restaurant,16-25,Y
REST19585,Flavours of Thali Zone,Mumbai,Chinese,Restaurant,16-25,Y
REST19550,Royal Curry Central,Bengaluru,North Indian,Restaurant,16-25,Y
REST13978,Annapurna Sweets Heaven,Chennai,Biryani,Cloud Kitchen,<=15,Y
REST19641,Tandoori Wraps Bhojanalay,Bengaluru,Biryani,Cloud Kitchen,26-40,Y
REST17941,Annapurna Pizza Palace,Hyderabad,South Indian,Restaurant,16-25,Y
REST10891,Spicy Tandoor Cafe,Pune,Chinese,Restaurant,16-25,Y
REST07493,Flavours of Biryani Palace,Kolkata,Pizza,Restaurant,16-25,Y
REST01909,Urban Thali Nest,Ahmedabad,Chinese,Cloud Kitchen,<=15,Y
REST16266,Delhi Kitchen Palace,Bengaluru,Biryani,Restaurant,16-25,Y
REST03541,Hot & Crispy Darshini Palace,Delhi,North Indian,Restaurant,16-25,Y
REST04080,Tandoori Express Central,Chennai,Desserts,Restaurant,16-25,Y
REST12752,Royal Curry Cafe,Hyderabad,Fast Food,Restaurant,16-25,Y
REST12917,Namma Paratha Point,Bengaluru,Chinese,Restaurant,26-40,Y
REST01960,Urban House Bhojanalay,Hyderabad,Biryani,Restaurant,16-25,Y
REST13194,Hot & Crispy House Clouds,Chennai,Fast Food,Cloud Kitchen,>40,Y
REST18116,Kolkata Delights Cafe,Mumbai,North Indian,Restaurant,16-25,Y
REST16454,Annapurna Grill Corner,Ahmedabad,Fast Food,Restaurant,26-40,Y
REST16543,Taste of Grill Hub,Chennai,South Indian,Restaurant,16-25,Y
REST06735,Annapurna Delights Clouds,Delhi,Healthy,Restaurant,16-25,Y
REST07735,Flavours of Curry Central,Chennai,North Indian,Cloud Kitchen,26-40,Y
REST06671,Punjabi Tandoor Hub,Chennai,Chinese,Restaurant,>40,Y
REST18461,Taste of Darshini Zone,Pune,Chinese,Restaurant,16-25,Y
REST17224,Kolkata House Delight,Kolkata,Pizza,Restaurant,16-25,Y
REST01455,Punjabi Curry Corner,Delhi,South Indian,Restaurant,26-40,Y
REST16696,Grand Kitchen Cafe,Pune,Chinese,Restaurant,<=15,Y
REST18780,Royal Biryani Clouds,Pune,Biryani,Cloud Kitchen,16-25,Y
REST17492,Thindi Mane Thali Zone,Mumbai,Pizza,Restaurant,16-25,Y
REST10017,Taste of Biryani Corner,Pune,South Indian,Cloud Kitchen,16-25,Y
REST00507,Spicy Mess Hub,Bengaluru,Fast Food,Restaurant,16-25,Y
REST08158,Flavours of Sweets Bhojanalay,Mumbai,Pizza,Restaurant,>40,Y
REST03078,Kolkata Cafe Bhojanalay,Bengaluru,Pizza,Restaurant,16-25,Y
REST18482,Delhi Express Stop,Bengaluru,North Indian,Restaurant,26-40,Y
REST04510,Classic Paratha Stop,Chennai,Fast Food,Restaurant,16-25,Y
REST02304,Punjabi Biryani Palace,Mumbai,Chinese,Restaurant,16-25,Y
REST06275,Royal Delights Clouds,Ahmedabad,Fast Food,Restaurant,16-25,Y
REST04643,Classic Thali Hub,Delhi,Chinese,Restaurant,<=15,N
REST01057,Kolkata Curry Bhojanalay,Chennai,Desserts,Restaurant,<=15,Y
REST17046,Classic Paratha Stop,Bengaluru,Pizza,Restaurant,16-25,Y
REST03037,Flavours of Kitchen Bhojanalay,Mumbai,South Indian,Restaurant,16-25,Y
REST13500,Thindi Mane Grill Stop,Delhi,South Indian,Restaurant,16-25,Y
REST09908,Classic House Clouds,Bengaluru,South Indian,Restaurant,16-25,Y
REST05882,Taste of Paratha Zone,Mumbai,Fast Food,Restaurant,26-40,Y
REST09337,Thindi Mane Darshini Delight,Delhi,Biryani,Cloud Kitchen,>40,Y
REST05734,Madras Express Palace,Mumbai,South Indian,Restaurant,26-40,Y
REST07356,Thindi Mane Mess Delight,Hyderabad,North Indian,Restaurant,16-25,Y
REST11274,Madras Thali Nest,Bengaluru,Biryani,Restaurant,26-40,Y
REST11082,Thindi Mane Sweets Clouds,Pune,North Indian,Restaurant,<=15,Y
REST13537,Hot & Crispy Express Heaven,Mumbai,Pizza,Cloud Kitchen,26-40,Y
REST00079,Sri Curry Clouds,Bengaluru,Healthy,Restaurant,26-40,Y
REST15716,Fresh Biryani Bhojanalay,Delhi,Fast Food,Restaurant,26-40,Y
REST07699,Annapurna Darshini Point,Delhi,South Indian,Restaurant,>40,N
REST04224,Madras Wraps Bhojanalay,Chennai,Desserts,Cloud Kitchen,>40,Y
REST06216,Madras House Adda,Kolkata,Biryani,Restaurant,16-25,N
REST17418,Punjabi Wraps Hub,Bengaluru,Biryani,Restaurant,<=15,Y
REST04608,Thindi Mane Wraps Adda,Chennai,North Indian,Cloud Kitchen,16-25,Y
REST19030,Delhi Darshini Adda,Bengaluru,Fast Food,Restaurant,16-25,Y
REST04605,Tandoori Thali Central,Chennai,Healthy,Restaurant,16-25,Y
REST15028,Tandoori Pizza Darbar,Delhi,North Indian,Restaurant,26-40,Y
REST02413,Taste of Paratha Nest,Chennai,Biryani,Restaurant,16-25,Y
REST00719,Tandoori Pizza Delight,Mumbai,Desserts,Cloud Kitchen,16-25,Y
REST03948,Fresh Cafe Delight,Mumbai,Fast Food,Restaurant,<=15,Y
REST10535,Punjabi Thali Stop,Pune,Chinese,Restaurant,26-40,Y
REST09478,Namma Cafe Stop,Bengaluru,Fast Food,Restaurant,26-40,Y
REST07618,Classic Pizza Hub,Delhi,North Indian,Restaurant,<=15,N
REST19851,Sri Biryani Delight,Pune,Healthy,Restaurant,<=15,Y
REST17557,Namma House Clouds,Pune,Desserts,Restaurant,>40,Y
REST12471,Madras Darshini Point,Chennai,Biryani,Cloud Kitchen,<=15,Y
REST17631,Grand Thali Nest,Ahmedabad,Biryani,Restaurant,26-40,Y
REST04576,Delhi Tandoor Central,Delhi,Biryani,Cloud Kitchen,16-25,Y
REST16286,Madras Pizza Adda,Pune,South Indian,Restaurant,26-40,Y
REST02705,Bombay Cafe Corner,Delhi,Pizza,Cloud Kitchen,16-25,Y
REST15623,Taste of Thali Darbar,Mumbai,North Indian,Cloud Kitchen,16-25,Y
REST13834,Urban Kitchen Corner,Ahmedabad,Biryani,Restaurant,16-25,Y
REST15656,Annapurna Curry Palace,Ahmedabad,South Indian,Restaurant,26-40,Y
REST19073,Tandoori Sweets Bhojanalay,Mumbai,Pizza,Restaurant,26-40,Y
REST02293,Flavours of Sweets Hub,Mumbai,Pizza,Restaurant,>40,Y
REST09792,Hot & Crispy Wraps Delight,Mumbai,Biryani,Cloud Kitchen,>40,Y
REST16781,Thindi Mane Curry Nest,Bengaluru,Pizza,Cloud Kitchen,<=15,Y
REST03306,Punjabi Sweets Point,Kolkata,Chinese,Restaurant,16-25,Y
REST08873,Urban Curry Cafe,Delhi,North Indian,Restaurant,16-25,Y
REST15485,Spicy Delights Clouds,Delhi,South Indian,Restaurant,>40,Y
REST08393,Royal Grill Hub,Bengaluru,Desserts,Restaurant,16-25,Y
REST09408,Tandoori Kitchen Clouds,Kolkata,Pizza,Cloud Kitchen,<=15,Y
REST08591,Namma Pizza Darbar,Chennai,South Indian,Restaurant,16-25,Y
REST14833,Thindi Mane Pizza Clouds,Chennai,North Indian,Restaurant,26-40,Y
REST06327,Royal Grill Zone,Pune,South Indian,Restaurant,16-25,Y
REST09196,Taste of Thali Palace,Kolkata,Healthy,Restaurant,16-25,Y
REST07402,Sri Delights Zone,Bengaluru,Pizza,Restaurant,<=15,Y
REST00240,Kolkata Kitchen Nest,Mumbai,North Indian,Cloud Kitchen,26-40,Y
REST00586,Hot & Crispy Grill Adda,Mumbai,Healthy,Cloud Kitchen,16-25,Y
REST19870,Hot & Crispy Wraps Heaven,Pune,Desserts,Cloud Kitchen,16-25,Y
REST19148,Spicy Cafe Nest,Kolkata,North Indian,Restaurant,16-25,Y
REST13446,Royal Kitchen Corner,Mumbai,South Indian,Restaurant,<=15,Y
REST00268,Thindi Mane Express Heaven,Delhi,Pizza,Restaurant,16-25,Y
REST04378,Madras Curry Palace,Bengaluru,North Indian,Restaurant,16-25,Y
REST16157,Delhi Biryani Delight,Bengaluru,Fast Food,Restaurant,<=15,Y
REST01329,Punjabi Grill Delight,Hyderabad,Desserts,Restaurant,>40,Y
REST18938,Thindi Mane Darshini Bhojanalay,Delhi,South Indian,Restaurant,<=15,Y
REST12380,Fresh House Delight,Bengaluru,Biryani,Restaurant,16-25,N
REST00837,Delhi Thali Heaven,Delhi,North Indian,Cloud Kitchen,>40,Y
REST02931,Tandoori Express Clouds,Bengaluru,Chinese,Restaurant,26-40,Y
REST07856,Thindi Mane Delights Adda,Kolkata,Pizza,Restaurant,26-40,Y
REST16065,Spicy Sweets Hub,Mumbai,Healthy,Restaurant,26-40,Y
REST19503,Madras House Corner,Hyderabad,Desserts,Restaurant,<=15,Y
REST05198,Sri Kitchen Heaven,Hyderabad,Chinese,Restaurant,16-25,N
REST14219,Bombay Pizza Zone,Chennai,Pizza,Restaurant,26-40,Y
REST07212,Tandoori House Adda,Delhi,South Indian,Restaurant,16-25,Y
REST09953,Namma Curry Delight,Hyderabad,Desserts,Cloud Kitchen,<=15,Y
REST01364,Grand Mess Central,Chennai,Chinese,Cloud Kitchen,<=15,Y
REST00285,Bombay Grill Darbar,Chennai,Pizza,Restaurant,16-25,Y
REST00237,Annapurna Express Bhojanalay,Bengaluru,Fast Food,Restaurant,16-25,Y
REST16115,Tandoori Kitchen Stop,Mumbai,South Indian,Restaurant,26-40,Y
REST09932,Spicy Biryani Bhojanalay,Pune,Chinese,Restaurant,26-40,Y
REST10227,Grand Sweets Nest,Bengaluru,Biryani,Cloud Kitchen,16-25,Y
REST05391,Hot & Crispy Tandoor Hub,Mumbai,Pizza,Restaurant,16-25,Y
REST05108,Flavours of Thali Stop,Delhi,Pizza,Restaurant,26-40,Y
REST03022,Spicy Pizza Corner,Hyderabad,Chinese,Restaurant,26-40,Y
REST09377,Namma Cafe Clouds,Bengaluru,Pizza,Cloud Kitchen,>40,Y
REST13832,Grand Sweets Palace,Pune,Chinese,Restaurant,<=15,Y
REST01413,Sri Darshini Central,Bengaluru,North Indian,Restaurant,26-40,Y
REST02306,Urban Kitchen Stop,Mumbai,Chinese,Restaurant,<=15,Y
REST05777,Madras Darshini Cafe,Mumbai,South Indian,Restaurant,26-40,Y
REST02617,Taste of Sweets Bhojanalay,Bengaluru,South Indian,Restaurant,16-25,N
REST19598,Delhi House Central,Bengaluru,North Indian,Restaurant,26-40,Y
REST16961,Royal Pizza Hub,Bengaluru,Biryani,Cloud Kitchen,26-40,Y
REST17922,Classic Delights Delight,Kolkata,Desserts,Restaurant,<=15,Y
REST16047,Tandoori Sweets Point,Hyderabad,North Indian,Restaurant,26-40,Y
REST15938,Spicy Mess Palace,Delhi,Fast Food,Cloud Kitchen,26-40,N
REST10134,Grand House Hub,Kolkata,North Indian,Restaurant,16-25,Y
REST17069,Flavours of Sweets Mahal,Mumbai,Chinese,Cloud Kitchen,26-40,Y
REST10178,Grand Curry Cafe,Chennai,North Indian,Restaurant,16-25,Y
REST06855,Spicy Kitchen Hub,Hyderabad,Chinese,Restaurant,16-25,Y
REST08052,Hot & Crispy House Heaven,Bengaluru,Biryani,Restaurant,<=15,Y
REST19689,Madras Kitchen Heaven,Kolkata,South Indian,Cloud Kitchen,26-40,Y
REST16027,Spicy Delights Clouds,Mumbai,Pizza,Cloud Kitchen,<=15,Y
REST16228,Hot & Crispy Thali Mahal,Delhi,North Indian,Restaurant,16-25,Y
REST03167,Classic Tandoor Cafe,Delhi,Desserts,Cloud Kitchen,16-25,Y
REST07740,Bombay Grill Darbar,Bengaluru,Fast Food,Restaurant,26-40,Y
REST01516,Flavours of Delights Palace,Bengaluru,North Indian,Restaurant,<=15,Y
REST15898,Hot & Crispy Delights Clouds,Hyderabad,Fast Food,Restaurant,16-25,N
REST06281,Bombay Darshini Palace,Ahmedabad,Chinese,Restaurant,26-40,Y
REST05828,Thindi Mane Sweets Mahal,Hyderabad,North Indian,Restaurant,<=15,Y
REST19914,Royal Grill Hub,Bengaluru,Desserts,Restaurant,16-25,Y
REST09801,Urban Delights Palace,Bengaluru,Chinese,Restaurant,16-25,Y
REST09447,Punjabi Kitchen Zone,Delhi,South Indian,Cloud Kitchen,16-25,Y
REST01977,Bombay Delights Cafe,Hyderabad,South Indian,Restaurant,>40,Y
REST04621,Classic House Nest,Chennai,Desserts,Cloud Kitchen,26-40,Y
REST03577,Sri Kitchen Heaven,Bengaluru,North Indian,Restaurant,16-25,Y
REST12734,Flavours of Wraps Nest,Mumbai,Chinese,Restaurant,16-25,Y
REST17728,Tandoori Mess Adda,Hyderabad,Desserts,Cloud Kitchen,<=15,Y
REST03291,Urban Curry Palace,Chennai,Chinese,Restaurant,<=15,Y
REST19088,Royal Mess Nest,Bengaluru,Chinese,Cloud Kitchen,<=15,Y
REST13192,Classic Biryani Heaven,Pune,Chinese,Restaurant,16-25,Y
REST05988,Delhi Paratha Mahal,Ahmedabad,North Indian,Restaurant,<=15,Y
REST01990,Flavours of Cafe Hub,Pune,Biryani,Cloud Kitchen,16-25,Y
REST18913,Delhi Thali Palace,Delhi,Chinese,Restaurant,16-25,Y
REST19446,Delhi Tandoor Darbar,Pune,Pizza,Restaurant,16-25,Y
REST13465,Bombay Curry Nest,Delhi,Desserts,Restaurant,26-40,Y
REST12929,Taste of House Delight,Bengaluru,North Indian,Cloud Kitchen,16-25,Y
REST10476,Punjabi Pizza Clouds,Pune,Desserts,Restaurant,<=15,Y
REST10028,Taste of Paratha Delight,Bengaluru,Biryani,Cloud Kitchen,16-25,Y
REST00766,Fresh Express Cafe,Chennai,Pizza,Restaurant,16-25,Y
REST04281,Kolkata Delights Cafe,Pune,Chinese,Restaurant,<=15,Y
REST05810,Bombay Tandoor Nest,Bengaluru,Pizza,Restaurant,<=15,Y
REST17163,Urban Delights Heaven,Kolkata,North Indian,Restaurant,16-25,Y
REST04743,Bombay Paratha Darbar,Bengaluru,South Indian,Cloud Kitchen,<=15,N
REST18390,Punjabi Express Stop,Ahmedabad,Biryani,Restaurant,16-25,Y
REST04106,Taste of Sweets Delight,Bengaluru,South Indian,Cloud Kitchen,26-40,N
REST15227,Bombay Cafe Point,Mumbai,Chinese,Restaurant,>40,Y
REST16369,Sri Biryani Heaven,Mumbai,North Indian,Restaurant,<=15,Y
REST16743,Royal House Heaven,Hyderabad,North Indian,Restaurant,16-25,Y
REST04440,Bombay Thali Zone,Bengaluru,Chinese,Restaurant,>40,Y
REST18073,Spicy Darshini Point,Kolkata,Pizza,Restaurant,16-25,Y
REST10064,Bombay Sweets Stop,Kolkata,Pizza,Restaurant,26-40,Y
REST13667,Grand Mess Bhojanalay,Delhi,South Indian,Restaurant,16-25,Y
REST07090,Hot & Crispy Express Corner,Kolkata,North Indian,Restaurant,16-25,N
REST05096,Royal Wraps Heaven,Pune,North Indian,Cloud Kitchen,<=15,N
REST10678,Thindi Mane Express Central,Pune,South Indian,Restaurant,26-40,Y
REST00564,Spicy Curry Cafe,Kolkata,North Indian,Restaurant,16-25,Y
REST13937,Fresh Pizza Cafe,Chennai,North Indian,Restaurant,26-40,Y
REST01897,Taste of Sweets Cafe,Hyderabad,North Indian,Restaurant,26-40,Y
REST01966,Punjabi Delights Darbar,Chennai,North Indian,Restaurant,>40,Y
REST09726,Bombay Thali Nest,Kolkata,South Indian,Restaurant,26-40,N
REST09710,Delhi Grill Darbar,Mumbai,Pizza,Restaurant,26-40,Y
REST17838,Sri Pizza Palace,Bengaluru,Healthy,Cloud Kitchen,16-25,Y
REST13618,Bombay Grill Stop,Bengaluru,Chinese,Restaurant,26-40,Y
REST14981,Fresh Wraps Darbar,Mumbai,Chinese,Restaurant,<=15,Y
REST12956,Urban House Stop,Bengaluru,South Indian,Restaurant,16-25,Y
REST10857,Bombay Curry Zone,Delhi,North Indian,Restaurant,>40,Y
REST14635,Thindi Mane Paratha Mahal,Kolkata,Fast Food,Restaurant,>40,Y
REST13791,Namma Delights Cafe,Bengaluru,North Indian,Restaurant,26-40,Y
REST09628,Kolkata Express Hub,Delhi,Healthy,Restaurant,16-25,Y
REST00588,Classic Delights Central,Delhi,Desserts,Restaurant,16-25,Y
REST17241,Thindi Mane Kitchen Clouds,Ahmedabad,Chinese,Restaurant,16-25,Y
REST02125,Urban Delights Nest,Bengaluru,Chinese,Restaurant,26-40,N
REST08477,Royal Sweets Darbar,Bengaluru,Pizza,Restaurant,<=15,Y
REST14914,Royal Delights Stop,Hyderabad,Pizza,Cloud Kitchen,26-40,Y
REST05496,Flavours of Curry Cafe,Ahmedabad,Biryani,Restaurant,<=15,Y
REST04791,Madras Kitchen Mahal,Chennai,Chinese,Cloud Kitchen,26-40,Y
REST05047,Classic Cafe Hub,Bengaluru,North Indian,Restaurant,16-25,Y
REST16679,Fresh Darshini Nest,Mumbai,Desserts,Restaurant,<=15,Y
REST14776,Flavours of House Adda,Bengaluru,Pizza,Restaurant,16-25,Y
REST04455,Delhi House Hub,Bengaluru,Pizza,Restaurant,16-25,Y
REST11542,Classic Paratha Bhojanalay,Kolkata,South Indian,Restaurant,<=15,Y
REST07529,Royal Biryani Point,Hyderabad,South Indian,Restaurant,16-25,Y
REST19695,Sri Mess Adda,Mumbai,Biryani,Cloud Kitchen,<=15,Y
REST04286,Namma Mess Bhojanalay,Chennai,North Indian,Restaurant,<=15,Y
REST10273,Flavours of House Hub,Delhi,South Indian,Restaurant,16-25,Y
REST15071,Grand Biryani Nest,Kolkata,Desserts,Cloud Kitchen,<=15,Y
REST11943,Spicy Express Heaven,Pune,North Indian,Cloud Kitchen,<=15,Y
REST07636,Kolkata Darshini Bhojanalay,Delhi,Fast Food,Restaurant,>40,Y
REST08156,Spicy Mess Heaven,Bengaluru,North Indian,Restaurant,26-40,Y
REST15200,Urban Darshini Mahal,Ahmedabad,Pizza,Restaurant,16-25,Y
REST04381,Flavours of Express Nest,Hyderabad,Biryani,Cloud Kitchen,16-25,Y
REST13232,Bombay Mess Central,Ahmedabad,Desserts,Restaurant,16-25,Y
REST04690,Spicy Thali Cafe,Hyderabad,North Indian,Restaurant,16-25,Y
REST09094,Tandoori Express Delight,Delhi,Fast Food,Cloud Kitchen,16-25,Y
REST04974,Spicy Darshini Hub,Kolkata,North Indian,Restaurant,26-40,Y
REST10727,Thindi Mane Paratha Hub,Mumbai,North Indian,Restaurant,26-40,Y
REST08216,Bombay Express Delight,Pune,North Indian,Cloud Kitchen,26-40,Y
REST01985,Classic Express Hub,Hyderabad,Fast Food,Cloud Kitchen,>40,Y
REST05316,Thindi Mane Express Heaven,Delhi,Fast Food,Restaurant,>40,Y
REST01336,Delhi Sweets Adda,Hyderabad,Biryani,Restaurant,<=15,Y
REST10119,Thindi Mane Biryani Point,Bengaluru,Desserts,Restaurant,26-40,Y
REST16120,Sri Biryani Point,Delhi,South Indian,Restaurant,16-25,Y
REST00911,Spicy Darshini Stop,Kolkata,North Indian,Cloud Kitchen,16-25,Y
REST15446,Thindi Mane Delights Darbar,Bengaluru,Healthy,Restaurant,<=15,Y
REST16825,Fresh Cafe Adda,Pune,Biryani,Restaurant,16-25,Y
REST04952,Punjabi Kitchen Delight,Delhi,Pizza,Cloud Kitchen,16-25,Y
REST05953,Royal Thali Nest,Mumbai,South Indian,Restaurant,16-25,N
REST12937,Royal Pizza Adda,Delhi,Chinese,Restaurant,26-40,Y
REST15008,Fresh Darshini Heaven,Chennai,Healthy,Restaurant,16-25,Y
REST13542,Grand Sweets Mahal,Delhi,Desserts,Cloud Kitchen,16-25,Y
REST14702,Kolkata Paratha Bhojanalay,Kolkata,Chinese,Restaurant,16-25,Y
REST08907,Hot & Crispy Darshini Cafe,Delhi,Chinese,Restaurant,16-25,Y
