order_id,actual_delivery_time_mins,expected_delivery_time_mins,distance_km
ORD202504009415,34,32,3.0
ORD202504001796,52,33,7.5
ORD202504008540,49,30,4.8
ORD202504019939,39,39,2.7
ORD202504003962,42,39,2.5
ORD202504016799,25,36,4.3
ORD202504006031,43,35,4.4
ORD202504024206,46,37,6.9
ORD202504013600,40,36,5.6
ORD202504000166,50,42,1.2
ORD202504009198,42,30,1.3
ORD202504008473,44,44,5.1
ORD202504019892,43,41,1.2
ORD202504009418,38,32,7.0
ORD202504000515,43,38,1.3
ORD202504019194,45,36,5.5
ORD202504000961,39,39,1.2
ORD202504004207,43,40,3.9
ORD202504021818,33,41,4.9
ORD202504013546,48,42,6.9
ORD202504010526,48,36,4.1
ORD202504017099,44,44,2.9
ORD202504004372,49,33,4.2
ORD202504002887,43,30,4.8
ORD202504008550,40,45,4.3
ORD202504009671,25,31,4.9
ORD202504014386,52,31,7.0
ORD202504013711,55,39,3.9
ORD202504003749,52,40,7.4
ORD202504015372,41,35,3.2
ORD202504012573,55,34,1.6
ORD202504017939,45,36,6.3
ORD202504014476,48,31,7.8
ORD202504000567,30,34,7.1
ORD202504024369,29,34,7.6
ORD202504004756,41,41,6.6
ORD202504020567,43,30,3.9
ORD202504000420,29,42,4.6
ORD202504022778,35,41,7.9
ORD202504008671,31,30,1.9
ORD202504011083,48,40,2.5
ORD202504019475,42,43,6.7
ORD202504003399,55,30,7.2
ORD202504010676,41,31,4.3
ORD202504022350,37,31,6.5
ORD202504010345,39,45,1.2
ORD202504017380,41,37,1.1
ORD202504010024,43,43,7.1
ORD202504009715,48,41,3.3
ORD202504010716,35,43,4.0
ORD202504010492,42,36,6.1
ORD202504013815,51,42,4.3
ORD202504021735,37,41,6.9
ORD202504023840,25,33,3.2
ORD202504010907,51,44,1.2
ORD202504004745,33,35,6.3
ORD202504006276,44,38,2.1
ORD202504005571,49,43,5.5
ORD202504000239,47,35,6.7
ORD202504013104,38,35,6.1
ORD202504014010,34,35,6.3
ORD202504013768,40,39,4.2
ORD202504023377,42,42,6.7
ORD202504006428,37,41,1.6
ORD202504019600,30,42,3.5
ORD202504018239,25,30,3.1
ORD202504024798,29,33,3.7
ORD202504014225,53,44,4.4
ORD202504008943,46,39,7.0
ORD202504009268,42,38,2.6
ORD202504017644,37,37,6.8
ORD202504019397,25,42,4.4
ORD202504000038,34,44,3.7
ORD202504018176,25,42,4.7
ORD202504008246,38,43,6.0
ORD202504003425,49,32,2.5
ORD202504009877,55,35,3.8
ORD202504014199,49,45,5.0
ORD202504012033,39,35,7.2
ORD202504011712,35,40,1.6
ORD202504011104,32,43,7.4
ORD202504002192,39,41,3.8
ORD202504005170,40,30,5.6
ORD202504019049,26,44,4.1
ORD202504020843,38,44,6.2
ORD202504018801,49,44,4.2
ORD202504019058,33,32,6.1
ORD202504015925,48,31,3.1
ORD202504018522,35,40,6.0
ORD202504021712,40,43,2.8
ORD202504012023,30,33,5.6
ORD202504012924,44,39,5.0
ORD202504018261,35,33,2.1
ORD202504008255,31,34,5.7
ORD202504008746,46,44,4.3
ORD202504003305,28,34,1.1
ORD202504024863,32,40,1.6
ORD202504002775,43,35,4.5
ORD202504002308,41,33,1.9
ORD202504002418,28,34,6.1
ORD202504010686,25,40,1.1
ORD202504017215,41,40,6.4
ORD202504020312,25,33,2.1
ORD202504024549,26,35,6.6
ORD202504021022,34,35,5.6
ORD202504006040,39,41,5.7
ORD202504016802,40,42,4.4
ORD202504020525,31,31,6.2
ORD202504009991,45,45,2.3
ORD202504000479,49,39,5.9
ORD202504024454,47,37,5.4
ORD202504021686,41,38,5.2
ORD202504012066,35,44,7.4
ORD202504024524,43,42,2.9
ORD202504012885,47,43,6.1
ORD202504007871,43,45,5.3
ORD202504023023,46,45,6.9
ORD202504019076,33,36,4.5
ORD202504004717,31,34,2.6
ORD202504023937,45,31,4.5
ORD202504017420,41,37,7.7
ORD202504003370,41,39,5.1
ORD202504021386,37,39,6.2
ORD202504022570,34,36,2.0
ORD202504021004,39,34,7.0
ORD202504023147,41,42,7.6
ORD202504021849,47,39,2.4
ORD202504016041,37,36,3.0
ORD202504012566,39,37,4.2
ORD202504001920,38,32,2.6
ORD202504016516,37,42,2.5
ORD202504016682,34,35,6.3
ORD202504021492,42,34,3.0
ORD202504018627,25,34,3.8
ORD202504012459,46,36,7.4
ORD202504013964,43,32,6.5
ORD202504012142,54,32,4.9
ORD202504001180,31,39,7.3
ORD202504006975,54,40,4.1
ORD202504020446,36,36,5.1
ORD202504011666,41,43,5.7
ORD202504009233,44,44,6.5
ORD202504022083,42,31,3.3
ORD202504021731,40,37,5.7
ORD202504005321,25,36,7.0
ORD202504013654,49,34,3.4
ORD202504019536,55,44,7.7
ORD202504001122,43,41,1.7
ORD202504007805,35,44,3.2
ORD202504008478,39,35,7.1
ORD202504016395,35,39,4.5
ORD202504018581,34,38,4.1
ORD202504024416,29,41,2.3
ORD202504014830,43,33,5.1
ORD202504017160,43,36,1.1
ORD202504010194,53,43,3.3
ORD202504001722,47,40,3.9
ORD202504009308,30,45,1.5
ORD202504024825,36,45,3.3
ORD202504001883,37,37,7.1
ORD202504009084,51,33,2.4
ORD202504003500,51,31,4.2
ORD202504017552,37,41,7.5
ORD202504002675,32,33,4.0
ORD202504007885,48,40,3.3
ORD202504008965,32,31,4.0
ORD202504001297,25,42,1.0
ORD202504008328,53,42,6.4
ORD202504009960,46,36,3.2
ORD202504021908,42,42,2.9
ORD202504010991,33,33,7.2
ORD202504016510,31,36,5.2
ORD202504017306,54,37,6.4
ORD202504011294,50,43,7.7
ORD202504011391,37,33,5.4
ORD202504006304,45,45,3.6
ORD202504011706,49,37,4.3
ORD202504010884,39,42,4.9
ORD202504011912,35,45,7.9
ORD202504008101,36,41,5.2
ORD202504001068,38,31,6.5
ORD202504016971,31,35,5.3
ORD202504005109,36,36,7.4
ORD202504010851,42,43,7.3
ORD202504010524,32,42,5.0
ORD202504017675,55,38,7.8
ORD202504004466,50,45,7.8
ORD202504003799,25,32,6.5
ORD202504002793,51,32,1.3
ORD202504011987,42,37,1.6
ORD202504014401,44,43,2.0
ORD202504011287,27,39,7.4
ORD202504022187,48,33,7.5
ORD202504010637,25,30,5.5
ORD202504013816,44,33,2.8
ORD202504022727,31,40,5.9
ORD202504000517,33,45,7.7
ORD202504005660,25,37,6.1
ORD202504022670,48,45,7.4
ORD202504021707,51,44,5.7
ORD202504013082,27,31,3.1
ORD202504015199,39,31,3.7
ORD202504015894,45,44,1.6
ORD202504007438,37,33,4.9
ORD202504017763,45,41,6.0
ORD202504015876,49,31,7.0
ORD202504004204,36,45,1.2
ORD202504007717,34,32,6.7
ORD202504011483,37,41,3.7
ORD202504011901,50,38,2.0
ORD202504008146,38,44,5.7
ORD202504012597,46,43,6.1
ORD202504004935,38,34,3.0
ORD202504000232,41,37,1.5
ORD202504022887,36,43,4.5
ORD202504006735,42,37,4.9
ORD202504014483,41,40,2.1
ORD202504006503,36,33,3.1
ORD202504003273,45,38,2.1
ORD202504009160,43,36,3.5
ORD202504000461,55,43,3.4
ORD202504011273,44,40,1.4
ORD202504007299,46,43,5.3
ORD202504018160,37,32,2.4
ORD202504011752,42,37,4.4
ORD202504023416,41,36,1.6
ORD202504004713,30,31,7.2
ORD202504012547,34,30,2.5
ORD202504023063,36,44,4.2
ORD202504020155,51,38,6.6
ORD202504013626,42,39,2.1
ORD202504003615,39,38,2.2
ORD202504007835,34,38,3.7
ORD202504002709,46,39,7.8
ORD202504010004,46,45,8.0
ORD202504014886,37,40,5.4
ORD202504020340,43,39,1.3
ORD202504001909,40,39,2.5
ORD202504010407,36,41,7.6
ORD202504021963,46,40,3.1
ORD202504024181,32,32,2.5
ORD202504024909,55,40,3.5
ORD202504014028,36,39,3.1
ORD202504008916,54,37,6.7
ORD202504016088,30,37,7.2
ORD202504018665,36,43,6.4
ORD202504022246,34,44,1.1
ORD202504010248,47,30,4.4
ORD202504004070,41,39,5.3
ORD202504011202,41,45,4.4
ORD202504003051,44,38,2.6
ORD202504012304,32,34,2.1
ORD202504016139,35,42,5.2
ORD202504008406,30,43,6.4
ORD202504002157,53,39,2.9
ORD202504004812,38,42,4.8
ORD202504007552,37,45,5.0
ORD202504002828,36,44,4.9
ORD202504011877,47,34,7.5
ORD202504003144,55,31,7.9
ORD202504024728,41,34,5.9
ORD202504008568,42,34,5.9
ORD202504009461,35,33,3.8
ORD202504021194,43,36,2.3
ORD202504001793,47,45,1.2
ORD202504003176,36,43,6.5
ORD202504015653,31,43,1.1
ORD202504001815,37,39,5.8
ORD202504011859,50,30,1.7
ORD202504019635,46,45,2.0
ORD202504006890,46,35,6.8
ORD202504019646,34,33,5.9
ORD202504003954,49,38,3.7
ORD202504022540,33,31,1.2
ORD202504019123,36,38,2.2
ORD202504016193,28,44,5.4
ORD202504002344,35,35,6.1
ORD202504014559,26,31,4.2
ORD202504009781,52,36,6.7
ORD202504000385,48,45,6.9
ORD202504016866,45,30,3.8
ORD202504019792,30,37,3.4
ORD202504024621,33,42,5.3
ORD202504002949,30,44,4.4
ORD202504001155,42,44,3.4
ORD202504000858,37,45,5.2
ORD202504018594,41,41,1.3
ORD202504021105,33,44,4.2
ORD202504011946,46,38,4.3
ORD202504023476,40,33,6.2
ORD202504005146,38,41,1.6
ORD202504022615,48,32,1.3
ORD202504023806,39,42,4.0
ORD202504005434,55,39,1.6
ORD202504012375,44,44,6.3
ORD202504016341,46,30,6.8
ORD202504013076,38,36,5.2
ORD202504005096,39,31,4.7
ORD202504006356,42,31,2.5
ORD202504018145,25,31,7.9
ORD202504000509,46,45,4.3
ORD202504005235,32,37,7.7
ORD202504005103,49,38,5.1
ORD202504002302,45,33,3.9
ORD202504016271,37,32,2.6
ORD202504023331,38,33,5.1
ORD202504020479,55,40,2.3
ORD202504000988,46,45,3.2
ORD202504012456,41,44,3.9
ORD202504000596,36,45,3.0
ORD202504019869,55,39,1.1
ORD202504013319,31,31,5.0
ORD202504003521,49,43,1.6
ORD202504003549,35,30,5.1
ORD202504006954,51,36,6.9
ORD202504011616,41,32,8.0
ORD202504007921,43,36,1.2
ORD202504004761,46,30,4.0
ORD202504001230,55,43,6.9
ORD202504022447,42,37,3.9
ORD202504024431,49,41,2.4
ORD202504012434,32,40,6.3
ORD202504007194,48,33,6.9
ORD202504010294,48,35,2.2
ORD202504016301,52,38,6.5
ORD202504010138,33,44,5.0
ORD202504004502,39,37,3.5
ORD202504006188,30,44,7.3
ORD202504016151,43,33,7.6
ORD202504003226,49,32,4.6
ORD202504000020,37,43,8.0
ORD202504002326,31,30,4.4
ORD202504000917,33,44,7.9
ORD202504003781,32,32,5.5
ORD202504018649,42,39,5.1
ORD202504005580,43,42,4.8
ORD202504011527,49,43,2.8
ORD202504013866,48,32,5.0
ORD202504006343,52,37,5.1
ORD202504007677,25,42,6.0
ORD202504023409,41,38,1.3
ORD202504007954,37,45,4.6
ORD202504019534,42,42,3.5
ORD202504014460,36,36,4.6
ORD202504001108,25,30,7.3
ORD202504008281,36,35,1.6
ORD202504006255,39,40,5.1
ORD202504016221,31,31,4.3
ORD202504021683,43,36,3.0
ORD202504007505,43,44,2.9
ORD202504005107,44,43,3.1
ORD202504005610,36,42,4.5
ORD202504009058,47,40,5.1
ORD202504017854,32,30,2.2
ORD202504019998,30,43,4.8
ORD202504002184,47,38,6.7
ORD202504024315,50,41,6.6
ORD202504016080,51,30,6.4
ORD202504024987,29,42,2.0
ORD202504002962,36,40,7.7
ORD202504003970,55,45,1.2
ORD202504016452,43,41,5.4
ORD202504000207,52,32,6.4
ORD202504009730,45,40,4.3
ORD202504014989,34,41,1.8
ORD202504014791,42,45,6.3
ORD202504002689,25,42,4.7
ORD202504020267,30,41,4.7
ORD202504002351,48,31,1.5
ORD202504019667,40,44,6.4
ORD202504003998,25,34,2.9
ORD202504001168,49,38,7.6
ORD202504017762,29,42,1.7
ORD202504020781,25,33,1.6
ORD202504007919,47,33,2.7
ORD202504023333,25,31,4.7
ORD202504022380,37,35,4.7
ORD202504018970,35,30,3.9
ORD202504014656,42,37,7.1
ORD202504020293,35,33,5.7
ORD202504003878,55,40,1.3
ORD202504019187,54,36,4.6
ORD202504004680,33,30,7.8
ORD202504020455,35,45,6.7
ORD202504014512,48,38,5.0
ORD202504010495,29,32,3.8
ORD202504018560,41,39,1.7
ORD202504009566,37,40,1.2
ORD202504000929,41,38,3.0
ORD202504006395,30,33,6.1
ORD202504004244,27,34,4.8
ORD202504005223,45,44,7.6
ORD202504022672,26,33,2.9
ORD202504008445,33,43,1.5
ORD202504011713,37,38,6.6
ORD202504012571,35,39,5.5
ORD202504000021,36,30,4.2
ORD202504022530,42,44,2.1
ORD202504017562,55,31,4.8
ORD202504007002,29,30,2.4
ORD202504011906,39,42,7.0
ORD202504005636,30,39,1.7
ORD202504004663,49,36,1.6
ORD202504023057,42,42,6.9
ORD202504015729,34,30,6.2
ORD202504013551,34,41,7.8
ORD202504010801,27,39,3.3
ORD202504002896,41,40,4.6
ORD202504010378,33,38,1.1
ORD202504023310,37,42,2.5
ORD202504012251,43,31,5.7
ORD202504014510,41,34,5.9
ORD202504018019,49,44,3.6
ORD202504000746,51,41,7.2
ORD202504004269,47,45,4.1
ORD202504016864,39,36,1.4
ORD202504019765,45,37,3.0
ORD202504011536,39,40,5.0
ORD202504021233,39,44,2.2
ORD202504021809,47,44,7.6
ORD202504006646,40,37,4.4
ORD202504017768,46,40,5.6
ORD202504015506,37,37,2.2
ORD202504016703,55,41,2.4
ORD202504010551,43,39,4.3
ORD202504001417,46,43,7.0
ORD202504005505,38,38,2.7
ORD202504003415,25,37,7.5
ORD202504023129,32,41,4.5
ORD202504003400,45,33,2.6
ORD202504015819,54,45,4.8
ORD202504007799,47,42,6.8
ORD202504006305,39,34,2.1
ORD202504024349,37,40,1.9
ORD202504022581,40,45,3.6
ORD202504007389,28,34,6.4
ORD202504005183,38,42,1.4
ORD202504021795,41,35,1.8
ORD202504001893,35,31,6.0
ORD202504021370,50,38,6.3
ORD202504020317,38,33,5.0
ORD202504021787,34,39,2.2
ORD202504004154,46,34,1.4
ORD202504017492,32,41,3.6
ORD202504005553,45,31,7.1
ORD202504023970,38,45,4.7
ORD202504005219,43,37,2.6
ORD202504004267,37,33,7.7
ORD202504015910,35,30,4.7
ORD202504014400,41,32,2.1
ORD202504018344,40,40,3.3
ORD202504005639,48,35,1.3
ORD202504021325,31,31,2.5
ORD202504008763,55,41,1.6
ORD202504007290,46,30,4.8
ORD202504011444,38,40,2.7
ORD202504024134,46,38,2.6
ORD202504006522,49,40,7.7
ORD202504020292,25,41,7.3
ORD202504022638,45,43,3.1
ORD202504016841,40,38,3.5
ORD202504020915,37,35,3.7
ORD202504015682,46,43,4.4
ORD202504008238,44,36,1.4
ORD202504017023,29,43,3.8
ORD202504009964,27,44,2.0
ORD202504019009,52,34,3.4
ORD202504002662,25,44,3.8
ORD202504024614,47,39,5.4
ORD202504021622,33,39,2.2
ORD202504024792,34,44,6.8
ORD202504010423,31,37,4.8
ORD202504007022,32,41,2.1
ORD202504009480,29,39,7.0
ORD202504007413,38,32,2.0
ORD202504017387,54,42,5.5
ORD202504019454,35,37,4.8
ORD202504018720,45,33,7.9
ORD202504017587,33,32,2.6
ORD202504001587,34,44,2.6
ORD202504014555,37,32,4.6
ORD202504001592,43,34,4.8
ORD202504004288,34,34,6.4
ORD202504015428,51,32,7.3
ORD202504015852,46,31,3.6
ORD202504015028,41,32,2.8
ORD202504016069,47,35,1.8
ORD202504008558,37,44,5.9
ORD202504003196,29,34,4.1
ORD202504012443,30,40,2.2
ORD202504016823,29,41,1.9
ORD202504008868,50,40,5.4
ORD202504011953,37,32,7.9
ORD202504014585,46,31,6.6
ORD202504006353,38,36,7.6
ORD202504010670,38,39,4.8
ORD202504003702,25,43,4.0
ORD202504003094,47,39,3.6
ORD202504021281,44,42,1.4
ORD202504015539,42,36,3.0
ORD202504007169,32,39,6.8
ORD202504021146,43,31,4.0
ORD202504014659,48,30,2.4
ORD202504002470,33,44,4.0
ORD202504016740,41,32,4.9
ORD202504020823,50,33,6.3
ORD202504024239,31,30,1.6
ORD202504007365,40,31,3.0
ORD202504020092,45,36,3.1
ORD202504016606,27,37,3.7
ORD202504008964,33,45,2.2
ORD202504021561,42,32,2.6
ORD202504016549,46,42,1.4
ORD202504013511,39,37,3.3
ORD202504019149,39,36,7.3
ORD202504017464,41,42,2.5
ORD202504003007,42,32,6.1
ORD202504023972,32,37,5.5
ORD202504018015,37,30,1.5
ORD202504002952,46,34,6.8
ORD202504013774,44,45,1.8
ORD202504021290,29,43,5.0
ORD202504008716,30,40,2.6
ORD202504017061,31,34,7.8
ORD202504019733,44,37,7.3
ORD202504000750,42,34,5.1
ORD202504005777,40,36,6.7
ORD202504005598,52,40,7.5
ORD202504006306,25,43,1.4
ORD202504011526,39,36,5.5
ORD202504005712,42,40,7.7
ORD202504000534,27,31,4.1
ORD202504014129,34,32,1.6
ORD202504006775,48,31,6.8
ORD202504010275,46,41,2.6
ORD202504003426,39,35,5.5
ORD202504022485,39,34,6.7
ORD202504021157,49,35,3.7
ORD202504020184,49,31,1.0
ORD202504009541,41,38,3.9
ORD202504006705,42,37,4.1
ORD202504023857,27,31,1.9
ORD202504005308,48,38,7.4
ORD202504017199,34,37,6.9
ORD202504015445,42,40,5.2
ORD202504008485,38,40,2.7
ORD202504021028,43,33,6.5
ORD202504022211,39,34,3.9
ORD202504021894,31,41,7.0
ORD202504009941,35,30,4.4
ORD202504019447,53,45,7.7
ORD202504000951,39,45,4.4
ORD202504008166,48,41,3.1
ORD202504013558,55,31,3.8
ORD202504006657,43,41,5.3
ORD202504015988,47,43,7.3
ORD202504013440,32,36,4.1
ORD202504013915,47,32,3.2
ORD202504023523,36,33,3.9
ORD202504003835,38,37,7.9
ORD202504016007,39,41,7.7
ORD202504021442,30,37,6.9
ORD202504008153,50,36,6.1
ORD202504009847,46,39,5.2
ORD202504021976,48,39,2.0
ORD202504007773,51,38,3.5
ORD202504007526,42,35,7.9
ORD202504019151,32,39,4.9
ORD202504002441,30,34,1.1
ORD202504006050,55,30,1.2
ORD202504019181,41,45,1.2
ORD202504001814,53,41,4.5
ORD202504015557,25,41,1.8
ORD202504004465,55,40,3.3
ORD202504024847,31,38,6.4
ORD202504014634,48,39,1.7
ORD202504022216,28,39,7.8
ORD202504019247,48,33,6.9
ORD202504000582,40,37,1.3
ORD202504024648,45,36,3.9
ORD202504016338,44,34,1.6
ORD202504018141,30,45,2.1
ORD202504010047,34,37,7.4
ORD202504012366,47,37,6.8
ORD202504018936,39,35,5.6
ORD202504017924,42,37,6.8
ORD202504024050,50,37,1.8
ORD202504008338,35,44,3.3
ORD202504009957,41,34,4.8
ORD202504020807,41,38,3.3
ORD202504000595,51,33,4.6
ORD202504019865,48,33,4.4
ORD202504009811,44,34,3.9
ORD202504019723,36,38,3.4
ORD202504005100,52,37,4.2
ORD202504017909,27,35,4.7
ORD202504014683,53,37,2.4
ORD202504022983,32,43,5.8
ORD202504021983,40,45,5.5
ORD202504004553,42,39,4.7
ORD202504019013,32,40,6.6
ORD202504021411,45,32,5.1
ORD202504007288,34,42,7.5
ORD202504017752,45,32,2.6
ORD202504004138,55,39,1.8
ORD202504003735,55,38,4.2
ORD202504010017,39,41,6.2
ORD202504003771,40,36,6.3
ORD202504001221,43,42,1.1
ORD202504014704,32,35,7.2
ORD202504008760,34,38,4.3
ORD202504015047,33,42,3.7
ORD202504015893,36,36,2.0
ORD202504013479,42,42,7.3
ORD202504014677,40,45,3.0
ORD202504008912,41,36,3.3
ORD202504009224,33,34,3.3
ORD202504004902,40,34,6.7
ORD202504014181,34,35,5.3
ORD202504004573,47,34,1.3
ORD202504000383,49,44,3.0
ORD202504010413,46,39,3.3
ORD202504010210,41,31,5.3
ORD202504003043,42,38,7.6
ORD202504017442,49,35,3.0
ORD202504017665,37,44,7.9
ORD202504018769,48,41,1.0
ORD202504018220,35,40,3.1
ORD202504006944,35,40,1.6
ORD202504015137,37,40,3.0
ORD202504004976,55,35,5.7
ORD202504007959,34,33,4.3
ORD202504019645,35,39,5.1
ORD202504002546,40,43,5.1
ORD202504006517,43,43,1.9
ORD202504016052,39,30,7.3
ORD202504009823,43,35,7.8
ORD202504002599,25,36,4.7
ORD202504012105,37,40,6.0
ORD202504021904,27,41,6.0
ORD202504003232,47,30,3.5
ORD202504012282,42,43,7.7
ORD202504016454,38,33,3.2
ORD202504024460,34,40,7.5
ORD202504011349,31,42,3.7
ORD202504016205,36,38,2.6
ORD202504020370,34,40,7.3
ORD202504001329,55,32,6.5
ORD202504010662,43,43,6.1
ORD202504012839,39,30,4.9
ORD202504008666,42,45,6.4
ORD202504005157,29,35,6.7
ORD202504021637,42,42,3.6
ORD202504017828,38,42,6.2
ORD202504020140,45,30,6.2
ORD202504013305,51,45,1.0
ORD202504005528,33,33,5.1
ORD202504006280,31,41,3.9
ORD202504021549,36,45,4.5
ORD202504000614,38,36,6.9
ORD202504024328,37,31,2.9
ORD202504009548,43,45,1.4
ORD202504009695,40,32,4.2
ORD202504024900,46,34,3.2
ORD202504007015,47,39,4.2
ORD202504017663,53,34,2.8
ORD202504007522,47,45,7.6
ORD202504021619,42,35,7.4
ORD202504002023,38,44,3.9
ORD202504022178,46,38,5.6
ORD202504021480,38,37,2.8
ORD202504016280,30,33,1.4
ORD202504018623,48,36,1.6
ORD202504002802,28,41,5.1
ORD202504007956,43,30,2.2
ORD202504015437,41,43,5.5
ORD202504012588,46,40,2.3
ORD202504018888,48,41,6.5
ORD202504009700,25,32,3.3
ORD202504005435,52,36,6.2
ORD202504021644,37,34,4.9
ORD202504022520,41,30,6.1
ORD202504013782,33,33,3.5
ORD202504003524,48,43,5.5
ORD202504022265,45,35,2.7
ORD202504020732,38,32,2.4
ORD202504011025,42,35,4.5
ORD202504023013,34,38,5.5
ORD202504010481,38,42,2.5
ORD202504008929,44,34,2.2
ORD202504024738,47,37,7.4
ORD202504021599,39,41,3.6
ORD202504021829,49,32,7.6
ORD202504013595,29,31,2.1
ORD202504008894,27,40,6.3
ORD202504015059,48,38,7.5
ORD202504020875,41,37,4.0
ORD202504013917,37,33,3.7
ORD202504006552,28,40,2.3
ORD202504006896,35,38,5.4
ORD202504006401,25,44,4.8
ORD202504007997,33,37,7.0
ORD202504016483,35,34,5.9
ORD202504020276,39,33,4.5
ORD202504015497,33,39,2.1
ORD202504005218,39,34,2.9
ORD202504009840,37,39,7.6
ORD202504007906,45,32,6.9
ORD202504008413,46,42,6.4
ORD202504000986,38,39,7.3
ORD202504015166,55,37,5.9
ORD202504016938,44,41,3.6
ORD202504020057,46,43,1.1
ORD202504022478,42,42,7.3
ORD202504000898,41,33,2.9
ORD202504002548,32,31,5.5
ORD202504011339,29,35,6.4
ORD202504021781,44,34,6.2
ORD202504000525,46,41,4.0
ORD202504012288,48,40,4.2
ORD202504023663,37,44,2.1
ORD202504012589,37,45,1.1
ORD202504023069,40,44,1.7
ORD202504008572,31,34,2.1
ORD202504006554,25,40,7.1
ORD202504003651,28,45,6.5
ORD202504010978,44,42,7.7
ORD202504018392,33,45,7.5
ORD202504000916,30,31,5.5
ORD202504014915,39,35,6.8
ORD202504004775,42,31,5.4
ORD202504012235,30,44,7.0
ORD202504001274,25,37,4.8
ORD202504005721,55,42,1.5
ORD202504005101,47,35,4.4
ORD202504004550,37,33,3.3
ORD202504011694,44,44,5.5
ORD202504010268,37,34,1.7
ORD202504014534,51,41,3.8
ORD202504013404,31,35,6.0
ORD202504011170,32,38,5.1
ORD202504020806,32,45,7.6
ORD202504012148,43,45,2.7
ORD202504004988,26,42,8.0
ORD202504013975,31,39,2.7
ORD202504009166,25,43,2.4
ORD202504001937,30,40,6.5
ORD202504018795,40,44,4.5
ORD202504019031,29,35,3.9
ORD202504015808,38,30,2.8
ORD202504022077,55,31,1.9
ORD202504009684,37,43,7.3
ORD202504016171,32,45,1.0
ORD202504015258,38,32,4.5
ORD202504008636,36,41,7.1
ORD202504005072,33,33,5.5
ORD202504006537,33,43,5.4
ORD202504021830,34,36,3.6
ORD202504011763,32,30,5.4
ORD202504023201,25,42,2.0
ORD202504020047,34,42,6.5
ORD202504017834,40,32,4.4
ORD202504012493,40,38,1.8
ORD202504021097,33,34,6.4
ORD202504016661,45,38,2.7
ORD202504003372,34,30,3.6
ORD202504014407,54,30,6.4
ORD202504021076,45,30,6.5
ORD202504003706,41,43,4.0
ORD202504005194,34,31,2.3
ORD202504020857,36,33,3.7
ORD202504012030,29,38,7.6
ORD202504021226,42,34,7.3
ORD202504007527,39,41,7.7
ORD202504012785,36,30,1.6
ORD202504022237,39,42,7.3
ORD202504024797,25,38,3.4
ORD202504015630,41,35,1.6
ORD202504017490,39,36,2.0
ORD202504020137,41,37,6.3
ORD202504006929,48,44,4.5
ORD202504010865,33,33,3.0
ORD202504020627,30,31,7.1
ORD202504020410,46,33,3.3
ORD202504015459,45,40,3.8
ORD202504013744,32,43,6.9
ORD202504004920,48,42,4.1
ORD202504013162,33,33,4.0
ORD202504021319,36,33,1.2
ORD202504007089,40,40,6.6
ORD202504018870,36,34,7.8
ORD202504016266,30,44,6.4
ORD202504009331,39,30,6.0
ORD202504017277,46,33,3.1
ORD202504022126,39,41,2.7
ORD202504016274,40,39,1.3
ORD202504015112,29,43,4.1
ORD202504011297,41,43,2.2
ORD202504008114,39,33,3.8
ORD202504006870,39,42,1.1
ORD202504021716,38,44,4.8
ORD202504020783,54,31,1.3
ORD202504006333,46,30,6.1
ORD202504010708,32,32,6.0
ORD202504018065,40,31,6.6
ORD202504018721,34,41,1.6
ORD202504013590,33,30,5.5
ORD202504015138,35,43,7.4
ORD202504012139,55,30,2.5
ORD202504018240,49,39,5.4
ORD202504024018,46,43,1.5
ORD202504017312,28,37,7.1
ORD202504016206,26,36,4.0
ORD202504019200,52,34,2.0
ORD202504007088,33,44,5.4
ORD202504008996,43,38,7.4
ORD202504009149,38,32,7.7
ORD202504005614,39,38,2.4
ORD202504004300,54,38,2.3
ORD202504006311,45,34,6.4
ORD202504009162,36,45,4.3
ORD202504017709,37,31,7.3
ORD202504007992,35,34,4.1
ORD202504018221,35,37,5.6
ORD202504012418,42,33,4.3
ORD202504016072,37,30,2.6
ORD202504006564,29,32,1.8
ORD202504013493,45,31,4.9
ORD202504010684,39,39,5.3
ORD202504008283,25,34,6.6
ORD202504005779,48,36,2.7
ORD202504011270,45,33,1.5
ORD202504017138,37,30,6.6
ORD202504014668,54,31,2.4
ORD202504002586,51,35,5.9
ORD202504004891,36,36,4.7
ORD202504023900,40,34,3.1
ORD202504019526,32,35,6.6
ORD202504007158,36,45,4.7
ORD202504013970,47,41,6.8
ORD202504004451,27,42,2.5
ORD202504022641,38,43,7.8
ORD202504017737,53,35,3.6
ORD202504000726,25,31,3.0
ORD202504023042,43,33,1.2
ORD202504003922,28,38,5.8
ORD202504004064,54,31,6.3
ORD202504018409,42,34,7.3
ORD202504020824,29,39,3.0
ORD202504000282,47,40,8.0
ORD202504012806,37,39,3.5
ORD202504010224,33,32,6.9
ORD202504002568,40,30,5.7
ORD202504011175,35,31,7.3
ORD202504001252,25,31,1.9
ORD202504024634,47,32,3.0
ORD202504008906,33,44,3.3
ORD202504009257,47,31,7.0
ORD202504020901,43,36,5.6
ORD202504000435,47,35,1.8
ORD202504024131,38,42,7.0
ORD202504014202,37,37,4.4
ORD202504016923,40,42,2.2
ORD202504013203,37,32,3.6
ORD202504019874,27,32,2.8
ORD202504017527,32,33,3.9
ORD202504010114,38,34,2.3
ORD202504023016,35,32,1.2
ORD202504023204,39,45,2.8
ORD202504007533,43,36,7.8
ORD202504023632,37,38,4.5
ORD202504012866,31,42,5.1
