,RESTAURANT_ID,restaurant_name,city,cuisine_type,partner_type,avg_prep_time_min,is_active
9999,REST10002,Punjabi Express Mahal,Bengaluru,Chinese,Restaurant,16-25,Y
10000,REST10003,Thindi Mane Curry Mahal,Bengaluru,Biryani,Cloud Kitchen,16-25,Y
10001,REST10004,Fresh Kitchen Zone,Bengaluru,Fast Food,Restaurant,16-25,Y
10002,REST10005,Flavours of Wraps Darbar,Bengaluru,Pizza,Cloud Kitchen,26-40,Y
10003,REST10006,Thindi Mane Grill Palace,Chennai,South Indian,Restaurant,26-40,Y
10004,REST10007,Tandoori Biryani Bhojanalay,Bengaluru,Chinese,Restaurant,16-25,N
10005,REST10008,Punjabi Paratha Corner,Pune,Pizza,Restaurant,16-25,Y
10006,REST10009,Hot & Crispy Darshini Adda,Hyderabad,Fast Food,Cloud Kitchen,26-40,Y
10007,REST10010,Madras Thali Hub,Pune,Desserts,Restaurant,16-25,Y
10008,REST10011,Urban Curry Stop,Bengaluru,South Indian,Restaurant,<=15,N
10009,REST10012,Taste of Paratha Delight,Chennai,Fast Food,Cloud Kitchen,16-25,Y
10010,REST10013,Spicy Thali Point,Delhi,Fast Food,Restaurant,16-25,Y
10011,REST10014,Hot & Crispy Tandoor Central,Pune,South Indian,Restaurant,>40,Y
10012,REST10015,Grand Pizza Bhojanalay,Hyderabad,North Indian,Cloud Kitchen,<=15,Y
10013,REST10016,Royal Mess Bhojanalay,Delhi,Desserts,Restaurant,26-40,Y
10014,REST10017,Taste of Biryani Corner,Pune,South Indian,Cloud Kitchen,16-25,Y
10015,REST10018,Royal Cafe Palace,Bengaluru,Chinese,Restaurant,16-25,Y
10016,REST10019,Kolkata Biryani Stop,Delhi,North Indian,Restaurant,<=15,Y
10017,REST10020,Bombay Paratha Darbar,Mumbai,Desserts,Restaurant,16-25,Y
10018,REST10021,Taste of Thali Nest,Delhi,Pizza,Restaurant,<=15,Y
10019,REST10022,Spicy Mess Palace,Pune,Biryani,Cloud Kitchen,16-25,Y
10020,REST10023,Madras Kitchen Bhojanalay,Ahmedabad,South Indian,Restaurant,26-40,Y
10021,REST10024,Classic Cafe Bhojanalay,Bengaluru,Biryani,Restaurant,<=15,Y
10022,REST10025,Royal Mess Nest,Delhi,Chinese,Restaurant,<=15,Y
10023,REST10026,Punjabi House Point,Pune,Biryani,Cloud Kitchen,16-25,Y
10024,REST10027,Sri Pizza Nest,Bengaluru,South Indian,Restaurant,16-25,Y
10025,REST10028,Taste of Paratha Delight,Bengaluru,Biryani,Cloud Kitchen,16-25,Y
10026,REST10029,Thindi Mane Express Nest,Chennai,South Indian,Cloud Kitchen,<=15,Y
10027,REST10030,Taste of Pizza Darbar,Bengaluru,Healthy,Cloud Kitchen,26-40,Y
10028,REST10031,Flavours of Tandoor Mahal,Pune,Desserts,Restaurant,26-40,Y
10029,REST10032,Bombay Mess Adda,Chennai,Chinese,Restaurant,16-25,N
10030,REST10033,Hot & Crispy Sweets Darbar,Chennai,Biryani,Cloud Kitchen,<=15,Y
10031,REST10034,Namma Paratha Corner,Bengaluru,Pizza,Cloud Kitchen,>40,Y
10032,REST10035,Grand Delights Delight,Bengaluru,South Indian,Restaurant,<=15,Y
10033,REST10036,Fresh Darshini Bhojanalay,Pune,South Indian,Restaurant,16-25,Y
10034,REST10037,Grand Paratha Hub,Bengaluru,Pizza,Restaurant,16-25,Y
10035,REST10038,Bombay Wraps Delight,Ahmedabad,North Indian,Cloud Kitchen,<=15,Y
10036,REST10039,Urban Tandoor Hub,Delhi,North Indian,Restaurant,<=15,Y
10037,REST10040,Hot & Crispy Thali Adda,Bengaluru,Biryani,Restaurant,16-25,Y
10038,REST10041,Hot & Crispy Kitchen Adda,Pune,Fast Food,Restaurant,16-25,Y
10039,REST10042,Tandoori House Hub,Mumbai,Healthy,Restaurant,<=15,Y
10040,REST10043,Fresh Pizza Mahal,Bengaluru,Biryani,Cloud Kitchen,16-25,Y
10041,REST10044,Taste of House Clouds,Kolkata,Biryani,Restaurant,16-25,Y
10042,REST10045,Namma Tandoor Corner,Bengaluru,Desserts,Cloud Kitchen,16-25,Y
10043,REST10046,Punjabi Tandoor Heaven,Bengaluru,Biryani,Restaurant,26-40,Y
10044,REST10047,Tandoori Wraps Heaven,Mumbai,North Indian,Restaurant,16-25,Y
10045,REST10048,Thindi Mane Kitchen Adda,Mumbai,South Indian,Restaurant,<=15,Y
10046,REST10049,Sri Biryani Delight,Ahmedabad,Chinese,Cloud Kitchen,26-40,Y
10047,REST10050,Grand Cafe Darbar,Mumbai,Healthy,Restaurant,16-25,Y
10048,REST10051,Urban Sweets Palace,Kolkata,Pizza,Restaurant,16-25,Y
10049,REST10052,Thindi Mane Thali Adda,Delhi,Biryani,Cloud Kitchen,26-40,Y
10050,REST10053,Punjabi Cafe Central,Kolkata,Chinese,Restaurant,16-25,Y
10051,REST10054,Namma Darshini Corner,Mumbai,South Indian,Restaurant,16-25,Y
10052,REST10055,Delhi Mess Bhojanalay,Bengaluru,Biryani,Cloud Kitchen,16-25,Y
10053,REST10056,Taste of Cafe Clouds,Ahmedabad,Healthy,Restaurant,26-40,Y
10054,REST10057,Delhi Tandoor Mahal,Bengaluru,Biryani,Restaurant,<=15,Y
10055,REST10058,Flavours of Darshini Adda,Hyderabad,Desserts,Restaurant,26-40,Y
10056,REST10059,Punjabi Wraps Stop,Mumbai,Healthy,Cloud Kitchen,26-40,Y
10057,REST10060,Fresh Tandoor Adda,Mumbai,South Indian,Restaurant,16-25,Y
10058,REST10061,Royal Cafe Bhojanalay,Mumbai,Biryani,Cloud Kitchen,16-25,Y
10059,REST10062,Flavours of House Nest,Bengaluru,Chinese,Cloud Kitchen,26-40,Y
10060,REST10063,Delhi Thali Stop,Hyderabad,Pizza,Cloud Kitchen,16-25,Y
10061,REST10064,Bombay Sweets Stop,Kolkata,Pizza,Restaurant,26-40,Y
10062,REST10065,Tandoori Pizza Cafe,Hyderabad,Biryani,Restaurant,<=15,N
10063,REST10066,Grand Express Darbar,Chennai,Chinese,Restaurant,16-25,Y
10064,REST10067,Urban Paratha Darbar,Bengaluru,Pizza,Cloud Kitchen,16-25,Y
10065,REST10068,Delhi Darshini Central,Chennai,North Indian,Cloud Kitchen,26-40,Y
10066,REST10069,Royal Mess Stop,Kolkata,Chinese,Restaurant,16-25,Y
10067,REST10070,Taste of Kitchen Nest,Pune,Pizza,Cloud Kitchen,>40,Y
10068,REST10071,Hot & Crispy Pizza Hub,Kolkata,Biryani,Restaurant,16-25,Y
10069,REST10072,Kolkata Tandoor Nest,Bengaluru,Biryani,Cloud Kitchen,16-25,Y
10070,REST10073,Namma House Heaven,Pune,Pizza,Restaurant,<=15,Y
10071,REST10074,Fresh Tandoor Clouds,Pune,North Indian,Restaurant,>40,Y
10072,REST10075,Fresh Wraps Corner,Pune,North Indian,Restaurant,26-40,N
10073,REST10076,Annapurna Mess Zone,Delhi,Desserts,Restaurant,>40,Y
10074,REST10077,Grand Biryani Heaven,Mumbai,Fast Food,Cloud Kitchen,>40,Y
10075,REST10078,Namma Grill Mahal,Chennai,North Indian,Restaurant,16-25,Y
10076,REST10079,Kolkata Grill Central,Mumbai,Biryani,Restaurant,>40,Y
10077,REST10080,Urban Pizza Point,Delhi,Pizza,Restaurant,26-40,Y
10078,REST10081,Kolkata Delights Nest,Mumbai,Fast Food,Restaurant,26-40,Y
10079,REST10082,Kolkata Curry Corner,Bengaluru,Fast Food,Restaurant,16-25,Y
10080,REST10083,Sri Paratha Mahal,Mumbai,Chinese,Restaurant,<=15,Y
10081,REST10084,Hot & Crispy Cafe Clouds,Delhi,Biryani,Restaurant,26-40,Y
10082,REST10085,Grand Cafe Clouds,Mumbai,Desserts,Restaurant,<=15,Y
10083,REST10086,Hot & Crispy Cafe Cafe,Pune,North Indian,Restaurant,16-25,Y
10084,REST10087,Urban Mess Bhojanalay,Mumbai,South Indian,Restaurant,<=15,Y
10085,REST10088,Grand Curry Nest,Delhi,Chinese,Cloud Kitchen,26-40,Y
10086,REST10089,Delhi Mess Corner,Delhi,Chinese,Restaurant,>40,Y
10087,REST10090,Tandoori Tandoor Adda,Chennai,North Indian,Cloud Kitchen,16-25,Y
10088,REST10091,Punjabi Wraps Central,Mumbai,Desserts,Restaurant,16-25,Y
10089,REST10092,Namma Express Zone,Bengaluru,Healthy,Cloud Kitchen,16-25,Y
10090,REST10093,Thindi Mane House Stop,Bengaluru,Fast Food,Cloud Kitchen,<=15,Y
10091,REST10094,Flavours of Express Point,Mumbai,North Indian,Restaurant,<=15,Y
10092,REST10095,Urban Kitchen Cafe,Chennai,Chinese,Cloud Kitchen,26-40,Y
10093,REST10096,Thindi Mane Darshini Darbar,Kolkata,Biryani,Cloud Kitchen,>40,Y
10094,REST10097,Urban Sweets Cafe,Chennai,North Indian,Restaurant,16-25,Y
10095,REST10098,Flavours of Kitchen Adda,Kolkata,South Indian,Restaurant,16-25,Y
10096,REST10099,Classic Express Point,Delhi,South Indian,Restaurant,>40,Y
10097,REST10100,Grand Biryani Hub,Ahmedabad,Fast Food,Restaurant,16-25,Y
10098,REST10101,Hot & Crispy Curry Mahal,Delhi,Chinese,Cloud Kitchen,<=15,Y
10099,REST10102,Taste of Delights Cafe,Bengaluru,Chinese,Restaurant,>40,Y
10100,REST10103,Thindi Mane Express Stop,Chennai,South Indian,Cloud Kitchen,26-40,Y
10101,REST10104,Namma Cafe Clouds,Hyderabad,Biryani,Restaurant,>40,N
10102,REST10105,Thindi Mane Kitchen Point,Pune,North Indian,Restaurant,16-25,Y
10103,REST10106,Delhi Express Point,Bengaluru,Pizza,Restaurant,16-25,Y
10104,REST10107,Annapurna Paratha Mahal,Chennai,Chinese,Cloud Kitchen,<=15,Y
10105,REST10108,Kolkata Sweets Corner,Kolkata,Fast Food,Restaurant,<=15,Y
10106,REST10109,Classic Kitchen Nest,Pune,Pizza,Restaurant,26-40,Y
10107,REST10110,Fresh Biryani Corner,Pune,Biryani,Restaurant,<=15,Y
10108,REST10111,Thindi Mane Sweets Point,Mumbai,North Indian,Restaurant,<=15,Y
10109,REST10112,Delhi House Mahal,Ahmedabad,Chinese,Restaurant,26-40,Y
10110,REST10113,Delhi Kitchen Nest,Delhi,Healthy,Restaurant,<=15,Y
10111,REST10114,Thindi Mane Thali Darbar,Bengaluru,North Indian,Cloud Kitchen,26-40,Y
10112,REST10115,Delhi Mess Delight,Delhi,South Indian,Restaurant,26-40,Y
10113,REST10116,Taste of House Darbar,Bengaluru,Pizza,Restaurant,26-40,Y
10114,REST10117,Punjabi Tandoor Hub,Delhi,Desserts,Restaurant,16-25,Y
10115,REST10118,Tandoori Sweets Stop,Mumbai,Pizza,Restaurant,16-25,Y
10116,REST10119,Thindi Mane Biryani Point,Bengaluru,Desserts,Restaurant,26-40,Y
10117,REST10120,Grand Biryani Darbar,Bengaluru,North Indian,Restaurant,<=15,Y
10118,REST10121,Delhi Darshini Stop,Mumbai,Fast Food,Cloud Kitchen,16-25,Y
10119,REST10122,Flavours of Delights Nest,Mumbai,South Indian,Restaurant,>40,Y
10120,REST10123,Sri Sweets Nest,Chennai,Biryani,Restaurant,<=15,Y
10121,REST10124,Punjabi Tandoor Point,Pune,Fast Food,Cloud Kitchen,26-40,Y
10122,REST10125,Delhi Express Nest,Kolkata,Fast Food,Restaurant,26-40,Y
10123,REST10126,Sri Pizza Clouds,Delhi,Desserts,Restaurant,16-25,Y
10124,REST10127,Urban Paratha Bhojanalay,Kolkata,Fast Food,Restaurant,16-25,Y
10125,REST10128,Urban Mess Zone,Mumbai,North Indian,Restaurant,26-40,Y
10126,REST10129,Annapurna Sweets Zone,Bengaluru,Pizza,Cloud Kitchen,<=15,Y
10127,REST10130,Classic Tandoor Stop,Chennai,Desserts,Cloud Kitchen,<=15,Y
10128,REST10131,Thindi Mane Biryani Corner,Bengaluru,Biryani,Restaurant,26-40,N
10129,REST10132,Sri Curry Stop,Delhi,Pizza,Restaurant,16-25,N
10130,REST10133,Sri Tandoor Corner,Bengaluru,Pizza,Cloud Kitchen,<=15,N
10131,REST10134,Grand House Hub,Kolkata,North Indian,Restaurant,16-25,Y
10132,REST10135,Thindi Mane Tandoor Palace,Delhi,Chinese,Restaurant,<=15,Y
10133,REST10136,Spicy Thali Heaven,Bengaluru,South Indian,Cloud Kitchen,16-25,Y
10134,REST10137,Urban Tandoor Point,Bengaluru,Fast Food,Restaurant,16-25,Y
10135,REST10138,Grand Thali Nest,Kolkata,North Indian,Restaurant,>40,Y
10136,REST10139,Fresh Paratha Hub,Bengaluru,Desserts,Cloud Kitchen,>40,Y
10137,REST10140,Hot & Crispy Wraps Stop,Mumbai,North Indian,Restaurant,16-25,Y
10138,REST10141,Spicy Mess Point,Hyderabad,South Indian,Cloud Kitchen,16-25,Y
10139,REST10142,Grand Pizza Bhojanalay,Pune,Chinese,Cloud Kitchen,<=15,Y
10140,REST10143,Sri Thali Mahal,Ahmedabad,Pizza,Cloud Kitchen,26-40,Y
10141,REST10144,Bombay Darshini Zone,Kolkata,North Indian,Cloud Kitchen,<=15,Y
10142,REST10145,Hot & Crispy Grill Stop,Mumbai,North Indian,Restaurant,26-40,Y
10143,REST10146,Delhi Delights Point,Kolkata,Chinese,Restaurant,<=15,Y
10144,REST10147,Sri Curry Mahal,Ahmedabad,Chinese,Cloud Kitchen,<=15,Y
10145,REST10148,Grand Express Cafe,Mumbai,Biryani,Restaurant,<=15,N
10146,REST10149,Namma Kitchen Central,Pune,Fast Food,Cloud Kitchen,16-25,Y
10147,REST10150,Royal Thali Point,Hyderabad,North Indian,Restaurant,>40,Y
10148,REST10151,Fresh House Central,Mumbai,North Indian,Restaurant,<=15,Y
10149,REST10152,Delhi Mess Mahal,Chennai,Biryani,Restaurant,16-25,Y
10150,REST10153,Classic Mess Darbar,Bengaluru,Biryani,Restaurant,16-25,Y
10151,REST10154,Royal Tandoor Darbar,Mumbai,North Indian,Restaurant,16-25,Y
10152,REST10155,Classic Pizza Stop,Kolkata,Pizza,Restaurant,26-40,Y
10153,REST10156,Spicy Darshini Cafe,Mumbai,North Indian,Restaurant,<=15,Y
10154,REST10157,Delhi Delights Darbar,Kolkata,Chinese,Cloud Kitchen,16-25,Y
10155,REST10158,Thindi Mane Express Heaven,Bengaluru,North Indian,Restaurant,16-25,Y
10156,REST10159,Grand Tandoor Heaven,Pune,Healthy,Cloud Kitchen,16-25,Y
10157,REST10160,Classic Pizza Darbar,Chennai,North Indian,Restaurant,26-40,Y
10158,REST10161,Tandoori Paratha Cafe,Bengaluru,North Indian,Restaurant,26-40,Y
10159,REST10162,Namma Sweets Clouds,Bengaluru,Healthy,Cloud Kitchen,26-40,Y
10160,REST10163,Spicy Pizza Stop,Mumbai,Fast Food,Restaurant,16-25,Y
10161,REST10164,Sri Curry Hub,Delhi,North Indian,Restaurant,<=15,Y
10162,REST10165,Grand Pizza Central,Kolkata,North Indian,Restaurant,16-25,Y
10163,REST10166,Taste of Biryani Stop,Bengaluru,Fast Food,Cloud Kitchen,26-40,Y
10164,REST10167,Classic Darshini Nest,Kolkata,Biryani,Cloud Kitchen,26-40,N
10165,REST10168,Kolkata Sweets Hub,Chennai,Healthy,Restaurant,26-40,Y
10166,REST10169,Fresh Wraps Cafe,Bengaluru,North Indian,Restaurant,16-25,Y
10167,REST10170,Hot & Crispy Delights Central,Ahmedabad,Fast Food,Restaurant,<=15,Y
10168,REST10171,Flavours of Sweets Cafe,Pune,South Indian,Cloud Kitchen,16-25,Y
10169,REST10172,Hot & Crispy Grill Darbar,Bengaluru,Biryani,Cloud Kitchen,16-25,N
10170,REST10173,Annapurna Biryani Central,Bengaluru,Chinese,Cloud Kitchen,26-40,Y
10171,REST10174,Royal Grill Delight,Delhi,North Indian,Restaurant,<=15,Y
10172,REST10175,Hot & Crispy Sweets Stop,Bengaluru,Pizza,Cloud Kitchen,<=15,Y
10173,REST10176,Royal Cafe Bhojanalay,Kolkata,Pizza,Restaurant,16-25,Y
10174,REST10177,Taste of Tandoor Darbar,Chennai,Chinese,Restaurant,<=15,Y
10175,REST10178,Grand Curry Cafe,Chennai,North Indian,Restaurant,16-25,Y
10176,REST10179,Fresh Pizza Bhojanalay,Ahmedabad,North Indian,Cloud Kitchen,16-25,Y
10177,REST10180,Royal Wraps Cafe,Mumbai,Desserts,Restaurant,16-25,Y
10178,REST10181,Delhi Kitchen Palace,Delhi,North Indian,Restaurant,26-40,Y
10179,REST10182,Namma Pizza Delight,Delhi,Biryani,Restaurant,16-25,Y
10180,REST10183,Spicy Express Corner,Mumbai,Desserts,Restaurant,<=15,Y
10181,REST10184,Spicy Thali Corner,Mumbai,Desserts,Restaurant,26-40,Y
10182,REST10185,Spicy Tandoor Central,Delhi,Chinese,Restaurant,<=15,Y
10183,REST10186,Taste of Wraps Corner,Mumbai,Desserts,Restaurant,<=15,Y
10184,REST10187,Royal Cafe Cafe,Chennai,Desserts,Restaurant,16-25,Y
10185,REST10188,Taste of Tandoor Adda,Delhi,Pizza,Cloud Kitchen,<=15,Y
10186,REST10189,Spicy Darshini Hub,Chennai,North Indian,Cloud Kitchen,16-25,Y
10187,REST10190,Flavours of Delights Nest,Bengaluru,North Indian,Cloud Kitchen,>40,Y
10188,REST10191,Delhi House Nest,Bengaluru,Chinese,Cloud Kitchen,<=15,Y
10189,REST10192,Spicy Paratha Bhojanalay,Bengaluru,Fast Food,Cloud Kitchen,<=15,Y
10190,REST10193,Punjabi Mess Stop,Bengaluru,Desserts,Cloud Kitchen,16-25,Y
10191,REST10194,Bombay Wraps Palace,Ahmedabad,Fast Food,Cloud Kitchen,<=15,Y
10192,REST10195,Fresh Biryani Palace,Bengaluru,Desserts,Restaurant,26-40,Y
10193,REST10196,Grand Express Bhojanalay,Bengaluru,Healthy,Restaurant,26-40,Y
10194,REST10197,Fresh Wraps Central,Delhi,Pizza,Restaurant,26-40,Y
10195,REST10198,Classic Tandoor Clouds,Hyderabad,Chinese,Restaurant,<=15,Y
10196,REST10199,Hot & Crispy Paratha Mahal,Ahmedabad,South Indian,Restaurant,<=15,Y
10197,REST10200,Delhi Wraps Mahal,Bengaluru,Healthy,Restaurant,16-25,Y
10198,REST10201,Annapurna Pizza Clouds,Pune,Biryani,Cloud Kitchen,16-25,Y
10199,REST10202,Annapurna House Adda,Kolkata,Pizza,Cloud Kitchen,26-40,Y
10200,REST10203,Taste of Pizza Delight,Delhi,North Indian,Restaurant,<=15,Y
10201,REST10204,Delhi Paratha Delight,Bengaluru,Biryani,Restaurant,16-25,Y
10202,REST10205,Thindi Mane Pizza Clouds,Chennai,North Indian,Cloud Kitchen,>40,Y
10203,REST10206,Namma Paratha Delight,Kolkata,Chinese,Cloud Kitchen,>40,Y
10204,REST10207,Flavours of Pizza Darbar,Mumbai,Healthy,Restaurant,16-25,Y
10205,REST10208,Kolkata Biryani Hub,Delhi,North Indian,Cloud Kitchen,26-40,Y
10206,REST10209,Sri Kitchen Stop,Bengaluru,Fast Food,Cloud Kitchen,16-25,Y
10207,REST10210,Delhi Tandoor Central,Ahmedabad,Healthy,Restaurant,26-40,Y
10208,REST10211,Bombay House Corner,Kolkata,Pizza,Restaurant,<=15,Y
10209,REST10212,Delhi Curry Cafe,Pune,Chinese,Restaurant,26-40,Y
10210,REST10213,Spicy Darshini Mahal,Kolkata,Fast Food,Cloud Kitchen,<=15,Y
10211,REST10214,Fresh Paratha Palace,Hyderabad,North Indian,Cloud Kitchen,16-25,Y
10212,REST10215,Flavours of Thali Bhojanalay,Ahmedabad,North Indian,Cloud Kitchen,16-25,Y
10213,REST10216,Hot & Crispy Wraps Hub,Mumbai,North Indian,Restaurant,<=15,Y
10214,REST10217,Royal Biryani Adda,Mumbai,South Indian,Cloud Kitchen,26-40,Y
10215,REST10218,Tandoori House Hub,Bengaluru,Fast Food,Restaurant,<=15,N
10216,REST10219,Tandoori Pizza Darbar,Bengaluru,Chinese,Restaurant,26-40,Y
10217,REST10220,Hot & Crispy Thali Nest,Pune,Desserts,Restaurant,<=15,Y
10218,REST10221,Sri Delights Corner,Mumbai,Biryani,Restaurant,26-40,Y
10219,REST10222,Urban House Corner,Delhi,South Indian,Restaurant,26-40,Y
10220,REST10223,Namma Thali Corner,Pune,Chinese,Restaurant,26-40,Y
10221,REST10224,Flavours of House Point,Ahmedabad,Pizza,Restaurant,26-40,Y
10222,REST10225,Hot & Crispy Wraps Clouds,Hyderabad,Fast Food,Restaurant,26-40,Y
10223,REST10226,Taste of Wraps Mahal,Bengaluru,Pizza,Restaurant,26-40,Y
10224,REST10227,Grand Sweets Nest,Bengaluru,Biryani,Cloud Kitchen,16-25,Y
10225,REST10228,Fresh Darshini Zone,Kolkata,Chinese,Cloud Kitchen,16-25,N
10226,REST10229,Namma Kitchen Stop,Hyderabad,North Indian,Restaurant,<=15,Y
10227,REST10230,Madras Pizza Darbar,Chennai,Healthy,Restaurant,26-40,Y
10228,REST10231,Punjabi Express Clouds,Kolkata,Healthy,Restaurant,>40,Y
10229,REST10232,Annapurna Cafe Cafe,Chennai,Desserts,Restaurant,<=15,Y
10230,REST10233,Taste of Paratha Bhojanalay,Bengaluru,Pizza,Restaurant,26-40,Y
10231,REST10234,Hot & Crispy Biryani Bhojanalay,Bengaluru,Chinese,Cloud Kitchen,26-40,Y
10232,REST10235,Royal Thali Cafe,Delhi,North Indian,Cloud Kitchen,26-40,Y
10233,REST10236,Tandoori Mess Clouds,Ahmedabad,Chinese,Restaurant,<=15,Y
10234,REST10237,Thindi Mane Grill Bhojanalay,Mumbai,Healthy,Cloud Kitchen,16-25,Y
10235,REST10238,Thindi Mane Tandoor Delight,Mumbai,Pizza,Restaurant,16-25,Y
10236,REST10239,Sri Pizza Nest,Chennai,Chinese,Restaurant,16-25,Y
10237,REST10240,Thindi Mane Express Corner,Bengaluru,North Indian,Restaurant,<=15,Y
10238,REST10241,Spicy Grill Delight,Delhi,South Indian,Restaurant,>40,Y
10239,REST10242,Tandoori Delights Mahal,Mumbai,North Indian,Restaurant,26-40,Y
10240,REST10243,Sri Darshini Clouds,Kolkata,Chinese,Restaurant,16-25,Y
10241,REST10244,Spicy House Delight,Chennai,Pizza,Restaurant,16-25,Y
10242,REST10245,Urban Paratha Corner,Hyderabad,Chinese,Restaurant,>40,Y
10243,REST10246,Classic Delights Mahal,Kolkata,Biryani,Restaurant,26-40,N
10244,REST10247,Tandoori Curry Corner,Mumbai,Fast Food,Restaurant,>40,Y
10245,REST10248,Madras Paratha Zone,Kolkata,Pizza,Restaurant,16-25,Y
10246,REST10249,Kolkata Biryani Mahal,Chennai,South Indian,Cloud Kitchen,26-40,Y
10247,REST10250,Bombay Delights Nest,Chennai,Pizza,Restaurant,26-40,Y
10248,REST10251,Urban Sweets Hub,Delhi,Biryani,Restaurant,16-25,Y
10249,REST10252,Fresh Curry Bhojanalay,Mumbai,Fast Food,Restaurant,<=15,Y
10250,REST10253,Namma Kitchen Corner,Mumbai,Biryani,Cloud Kitchen,16-25,Y
10251,REST10254,Spicy Delights Bhojanalay,Chennai,South Indian,Restaurant,<=15,Y
10252,REST10255,Classic Darshini Darbar,Kolkata,North Indian,Restaurant,26-40,Y
10253,REST10256,Delhi Paratha Nest,Hyderabad,Healthy,Restaurant,<=15,Y
10254,REST10257,Thindi Mane Paratha Adda,Mumbai,Desserts,Restaurant,<=15,Y
10255,REST10258,Classic Thali Point,Bengaluru,Fast Food,Restaurant,<=15,Y
10256,REST10259,Fresh Paratha Cafe,Mumbai,Pizza,Restaurant,16-25,Y
10257,REST10260,Delhi Sweets Central,Bengaluru,Pizza,Cloud Kitchen,>40,Y
10258,REST10261,Namma Wraps Mahal,Mumbai,North Indian,Cloud Kitchen,>40,Y
10259,REST10262,Grand Curry Delight,Chennai,Chinese,Restaurant,<=15,Y
10260,REST10263,Annapurna Tandoor Central,Chennai,South Indian,Restaurant,<=15,Y
10261,REST10264,Annapurna Biryani Zone,Hyderabad,Desserts,Cloud Kitchen,26-40,Y
10262,REST10265,Fresh Darshini Point,Hyderabad,Chinese,Cloud Kitchen,<=15,Y
10263,REST10266,Thindi Mane Kitchen Darbar,Ahmedabad,North Indian,Restaurant,>40,Y
10264,REST10267,Classic Kitchen Stop,Bengaluru,Pizza,Restaurant,16-25,Y
10265,REST10268,Delhi Darshini Stop,Ahmedabad,North Indian,Restaurant,16-25,Y
10266,REST10269,Sri Cafe Corner,Mumbai,Biryani,Restaurant,16-25,Y
10267,REST10270,Bombay Pizza Adda,Mumbai,Fast Food,Restaurant,16-25,Y
10268,REST10271,Punjabi Tandoor Central,Bengaluru,Biryani,Restaurant,26-40,Y
10269,REST10272,Thindi Mane Pizza Cafe,Mumbai,Pizza,Restaurant,16-25,Y
10270,REST10273,Flavours of House Hub,Delhi,South Indian,Restaurant,16-25,Y
10271,REST10274,Punjabi Pizza Hub,Bengaluru,Chinese,Cloud Kitchen,26-40,Y
10272,REST10275,Sri House Cafe,Delhi,South Indian,Restaurant,16-25,Y
10273,REST10276,Spicy Delights Clouds,Mumbai,Biryani,Restaurant,26-40,Y
10274,REST10277,Urban Darshini Central,Pune,Desserts,Cloud Kitchen,16-25,Y
10275,REST10278,Kolkata Paratha Corner,Bengaluru,Desserts,Cloud Kitchen,16-25,Y
10276,REST10279,Delhi Sweets Central,Bengaluru,North Indian,Cloud Kitchen,<=15,Y
10277,REST10280,Thindi Mane Sweets Bhojanalay,Hyderabad,Biryani,Restaurant,16-25,Y
10278,REST10281,Fresh Biryani Mahal,Bengaluru,Biryani,Restaurant,>40,Y
10279,REST10282,Flavours of Curry Darbar,Kolkata,South Indian,Restaurant,26-40,Y
10280,REST10283,Classic Mess Bhojanalay,Chennai,Biryani,Restaurant,16-25,N
10281,REST10284,Bombay Tandoor Adda,Bengaluru,North Indian,Restaurant,16-25,Y
10282,REST10285,Hot & Crispy Cafe Mahal,Ahmedabad,Pizza,Cloud Kitchen,<=15,Y
10283,REST10286,Classic Darshini Nest,Pune,South Indian,Restaurant,16-25,N
10284,REST10287,Fresh Wraps Nest,Mumbai,South Indian,Cloud Kitchen,>40,Y
10285,REST10288,Flavours of Paratha Stop,Pune,Biryani,Restaurant,<=15,Y
10286,REST10289,Annapurna Thali Central,Pune,Healthy,Restaurant,16-25,Y
10287,REST10290,Thindi Mane Mess Heaven,Bengaluru,North Indian,Restaurant,26-40,Y
10288,REST10291,Annapurna Paratha Delight,Chennai,Chinese,Cloud Kitchen,16-25,Y
10289,REST10292,Spicy Mess Adda,Mumbai,Biryani,Cloud Kitchen,<=15,Y
10290,REST10293,Tandoori House Point,Bengaluru,Chinese,Restaurant,<=15,Y
10291,REST10294,Classic Biryani Zone,Ahmedabad,Fast Food,Cloud Kitchen,16-25,Y
10292,REST10295,Thindi Mane Tandoor Mahal,Chennai,North Indian,Restaurant,<=15,Y
10293,REST10296,Fresh Curry Delight,Bengaluru,South Indian,Restaurant,16-25,Y
10294,REST10297,Spicy House Nest,Ahmedabad,Chinese,Restaurant,<=15,Y
10295,REST10298,Annapurna Kitchen Point,Mumbai,Pizza,Restaurant,<=15,Y
10296,REST10299,Delhi Sweets Zone,Mumbai,North Indian,Cloud Kitchen,>40,Y
10297,REST10300,Fresh Paratha Hub,Pune,North Indian,Restaurant,26-40,Y
10298,REST10301,Flavours of Darshini Mahal,Hyderabad,Pizza,Restaurant,<=15,Y
10299,REST10302,Punjabi Cafe Central,Pune,Biryani,Restaurant,>40,Y
10300,REST10303,Kolkata Express Stop,Chennai,Chinese,Restaurant,<=15,Y
10301,REST10304,Fresh Express Cafe,Delhi,Biryani,Restaurant,<=15,N
10302,REST10305,Annapurna Cafe Bhojanalay,Delhi,Chinese,Restaurant,<=15,Y
10303,REST10306,Madras Express Heaven,Hyderabad,South Indian,Restaurant,<=15,Y
